audio_file,class,id,candidate1_ko,candidate1_en,candidate2_ko,candidate2_en,candidate3_ko,candidate3_en,candidate4_ko,candidate4_en,candidate5_ko,candidate5_en
10_ (36).wav,10,36,두 두 두 두 둥 키 릭 두 두 두 두 둥,DU DU DU DU DUNG KI RIK DU DU DU DU DUNG,쿄 쿄 쿄 쿄 쿄 쿄 쿄 트 륵,KYO KYO KYO KYO KYO KYO KYO TEU REUK,티 딕 티 딕 티 딕 티 릭,TI DIK TI DIK TI DIK TI RIK,털 덜 덜 덜 덜 덜 덜 덜 트 륵,TEOL DEOL DEOL DEOL DEOL DEOL DEOL DEOL TEU REUK,도 로 톨 톨 톨 톨 톨 톨 톨 톨 톨 톨 톨 톨 톨,DO RO TOL TOL TOL TOL TOL TOL TOL TOL TOL TOL TOL TOL TOL
10_ (37).mp3,10,37,치 기 기 기 드 라 라 랑,CHI GI GI GI DEU RA RA RANG,쓰 쳐 저 저 저 저 부 르 릉,SSEU CHYEO JEO JEO JEO JEO BU REU REUNG,트 르 릉 부 르 르 르 릉,TEU REU REUNG BU REU REU REU REUNG,트 르 렁 터 러 렁 으 르 르 르 르 으 응,TEU REU REONG TEO REO REONG EU REU REU REU REU EU EUNG,브 르 르 딕 딕 부 르 르 릉,BEU REU REU DIK DIK BU REU REU REUNG
10_ (37).wav,10,37,두 두 두 두 두 두 두 두,DU DU DU DU DU DU DU DU,커 덕 커 덕 커 덕 커 덕 커 덕,KEO DEOK KEO DEOK KEO DEOK KEO DEOK KEO DEOK,쿠 구 쿠 구 쿠 구 쿠 구 쿠 구,KU GU KU GU KU GU KU GU KU GU,털 덜 덜 덜 털 덜 덜 덜 덜 덜 덜,TEOL DEOL DEOL DEOL TEOL DEOL DEOL DEOL DEOL DEOL DEOL,따 가 다 가 다 가 따 각 따 가 다 가,TTA GA DA GA DA GA TTA GAK TTA GA DA GA
10_ (38).mp3,10,38,똑 치 지 지 직 부 르 르 릉,TTOK CHI JI JI JIK BU REU REU REUNG,틁 트 르 를 르 르 르 부 릉,TEUL TEU REU REUL REU REU REU BU REUNG,특 부 르 르 르 르 릉,TEUK BU REU REU REU REU REUNG,턱 털 덜 덜 덜 부 르 응,TEOK TEOL DEOL DEOL DEOL BU REU EUNG,탁 챠 쟈 쟉 우 우 우 웅,TAK CHYA JYA JYAK U U U UNG
10_ (38).wav,10,38,탁 콰 아 아 아,TAK KWA A A A,텩 후 으 으 으 으 으,TYEOK HU EU EU EU EU EU,클 루 루 루 루 루 루 욱,KEUL RU RU RU RU RU RU UK,턱 퀴 이 이 이 이 이,TEOK KWI I I I I I,쿠 오 오 옥,KU O O OK
10_ (39).mp3,10,39,치 치 치 부 르 르 릉,CHI CHI CHI BU REU REU REUNG,터 릉 탕 부 쉬 이 이 잉,TEO REUNG TANG BU SWI I I ING,부 르 릉,BU REU REUNG,후 우 우 웅 철 커 덩 더 러 렁 부 르 르 릉,HU U U UNG CHEOL KEO DEONG DEO REO REONG BU REU REU REUNG,바 앙 오 휘 히 히 히 히 부 르 르 릉,BA ANG O HWI HI HI HI HI BU REU REU REUNG
10_ (39).wav,10,39,우 우 우 우 우,U U U U U,쿠 우 우 우 우 우 우 웅,KU U U U U U U UNG,우 우 우 우 웅 우 웅,U U U U UNG U UNG,커 거 어 어 어 어 어 어 어,KEO GEO EO EO EO EO EO EO EO,허 궈 궈 궈 궈 궈 궈 궈 궈,HEO GWO GWO GWO GWO GWO GWO GWO GWO
10_ (4).mp3,10,4,투 두 두 두 두 부 르 르 릉,TU DU DU DU DU BU REU REU REUNG,프 쁘 츠 츠 츠 츠 츠,PEU PPEU CHEU CHEU CHEU CHEU CHEU,드 릉 티 티 티 딕 뿌 아 아 앙,DEU REUNG TI TI TI DIK PPU A A ANG,털 덜 덜 덜 덜 부 르 르 응 부 릉,TEOL DEOL DEOL DEOL DEOL BU REU REU EUNG BU REUNG,타 르 타 타 타 투 이 이 이 이,TA REU TA TA TA TU I I I I
10_ (4).wav,10,4,부 르 르 르 르 르 르,BU REU REU REU REU REU REU,부 루 루 루 루 루,BU RU RU RU RU RU,부 르 르 르 르 릉,BU REU REU REU REU REUNG,털 덜 덜 덜 덜 덜 덜 덜,TEOL DEOL DEOL DEOL DEOL DEOL DEOL DEOL,토 로 톨 톨 톨 톨 톨 톨 톨 톨 톨,TO RO TOL TOL TOL TOL TOL TOL TOL TOL TOL
10_ (40).mp3,10,40,부 붕 타 다 다 다 다 부 르 르 릉,BU BUNG TA DA DA DA DA BU REU REU REUNG,크 치 지 지 지 트 르 르 릉,KEU CHI JI JI JI TEU REU REU REUNG,트 르 르 릉 부 르 르 르 릉,TEU REU REU REUNG BU REU REU REU REUNG,바 아 앙 털 덜 덜 덜 부 르 응,BA A ANG TEOL DEOL DEOL DEOL BU REU EUNG,다 그 륵 그 륵 부 와 앙,DA GEU REUK GEU REUK BU WA ANG
10_ (40).wav,10,40,후 호 오 오 오 오 오,HU HO O O O O O,크 그 으 으 으 으 으 으,KEU GEU EU EU EU EU EU EU,트 으 으 으 으 으 으 으,TEU EU EU EU EU EU EU EU,콰 과 가 가 과 가 가 가 가 가 가 가 가,KWA GWA GA GA GWA GA GA GA GA GA GA GA GA,끄 루 루 루 루 루 룽,KKEU RU RU RU RU RU RUNG
10_ (41).mp3,10,41,타 르 르 르 르 르 릉 부 와 우 와 앙,TA REU REU REU REU REU REUNG BU WA U WA ANG,쳐 라 라 랑 트 르 르 르 릉,CHYEO RA RA RANG TEU REU REU REU REUNG,ㅊ 르 르 르 쿠 와 아 아 앙,T REU REU REU KU WA A A ANG,트 르 르 으 응 부 부 우 우 웅 우,TEU REU REU EU EUNG BU BU U U UNG U,뚜 우 히 이 우 이 이,TTU U HI I U I I
10_ (41).wav,10,41,우 우 우 우 우,U U U U U,크 허 어 어 어 어 어,KEU HEO EO EO EO EO EO,쿠 우 우 우 우,KU U U U U,콰 아 아 아 아 아,KWA A A A A A,코 호 오 오 오 오 오 오 오,KO HO O O O O O O O
10_ (42).mp3,10,42,우 우 우 웅 퍽,U U U UNG PEOK,크 르 르 릉 부 르 륵,KEU REU REU REUNG BU REU REUK,위 이 이 잉 쿠 우 우 이 잉,WI I I ING KU U U I ING,위 이 잉 드 릉,WI I ING DEU REUNG,위 이 이 잉 부 아 앙,WI I I ING BU A ANG
10_ (42).wav,10,42,꿔 어 어 어 어 어 어,KKWO EO EO EO EO EO EO,쿠 오 오 오 오 오,KU O O O O O,위 이 이 이 이 잉,WI I I I I ING,쿠 후 우 우 우 우 우 우,KU HU U U U U U U,쿠 오 오 오 오 오 오 오 오,KU O O O O O O O O
10_ (43).mp3,10,43,티 기 기 기 기 부 르 르 릉,TI GI GI GI GI BU REU REU REUNG,하 하 확 흐 트 르 르 르 륵 뀌 이 잉,HA HA HWAK HEU TEU REU REU REU REUK KKWI I ING,트 르 릉 부 루 루 루 룽,TEU REU REUNG BU RU RU RU RUNG,하 핳 트 르 르 릉 털 덜 덜,HA HAT TEU REU REU REUNG TEOL DEOL DEOL,쿠 르 르 릉 으 왕 왕,KU REU REU REUNG EU WANG WANG
10_ (43).wav,10,43,후 우 우 우 우 우,HU U U U U U,켜 어 어 어 어 어 어 어 어 억,KYEO EO EO EO EO EO EO EO EO EOK,쿠 우 우 우 우 웅,KU U U U U UNG,쿠 우 우 우 우 쿠 우 우 우 웃 우,KU U U U U KU U U U UT U,타 가 라 가 라 가 라 가 라 가,TA GA RA GA RA GA RA GA RA GA
10_ (44).mp3,10,44,칙 치 치 치 다 라 라 랑,CHIK CHI CHI CHI DA RA RA RANG,쳐 져 져 져 져 져 쯔 르 릉,CHYEO JYEO JYEO JYEO JYEO JYEO JJEU REU REUNG,트 윽 부 르 르 르 르 릉,TEU EUK BU REU REU REU REU REUNG,떡 틀 들 들 들 드 르 릉,TTEOK TEUL DEUL DEUL DEUL DEU REU REUNG,탁 보 위 이 이 이 잉 부 르 릉,TAK BO WI I I I ING BU REU REUNG
10_ (44).wav,10,44,드 르 르 르 르 르 르 르,DEU REU REU REU REU REU REU REU,부 르 르 르 르 르 르,BU REU REU REU REU REU REU,드 르 르 르 르 르 릉,DEU REU REU REU REU REU REUNG,드 르 르 르 르 르 릉,DEU REU REU REU REU REU REUNG,투 르 르 르 르 르 르 르 르,TU REU REU REU REU REU REU REU REU
10_ (45).mp3,10,45,드 그 드 그 드 르 르 릉,DEU GEU DEU GEU DEU REU REU REUNG,쓰 으 으 으 트 부 를 를 르 르 르,SSEU EU EU EU TEU BU REUL REUL REU REU REU,부 르 르 릉,BU REU REU REUNG,위 이 이 잉 철 커 덕 드 르 르 으 응,WI I I ING CHEOL KEO DEOK DEU REU REU EU EUNG,코 와 아 코 와 아 아 아 앙 부 르 르 릉,KO WA A KO WA A A A ANG BU REU REU REUNG
10_ (45).wav,10,45,다 라 다 라 다 라 다 라 다 라,DA RA DA RA DA RA DA RA DA RA,트 뜨 르 르 르 르 르 르 르,TEU TTEU REU REU REU REU REU REU REU,타 다 다 다 닥 타 다 다 닥,TA DA DA DA DAK TA DA DA DAK,탈 달 달 달 달 달 달 달 달 달 달 달,TAL DAL DAL DAL DAL DAL DAL DAL DAL DAL DAL DAL,트 르 르 르 르 르 르 르 르 르 르 르 를,TEU REU REU REU REU REU REU REU REU REU REU REU REUL
10_ (46).mp3,10,46,투 둥 치 리 리 리 리 리,TU DUNG CHI RI RI RI RI RI,츠 르 르 르 르 릉,CHEU REU REU REU REU REUNG,드 릉 부 르 르 르 릉,DEU REUNG BU REU REU REU REUNG,틍 틍 탁 트 르 르 들 들 들,TEUNG TEUNG TAK TEU REU REU DEUL DEUL DEUL,덩 덩 또 레 레 레 렝,DEONG DEONG TTO RE RE RE RENG
10_ (46).wav,10,46,부 르 르 르 르 르 르,BU REU REU REU REU REU REU,부 르 를 르 르 르,BU REU REUL REU REU REU,브 르 르 르 르 룽,BEU REU REU REU REU RUNG,드 르 르 릉 드 르 르 릉,DEU REU REU REUNG DEU REU REU REUNG,투 르 르 르 르 르 르 르 르 르 르 르,TU REU REU REU REU REU REU REU REU REU REU REU
10_ (47).mp3,10,47,차 자 자 자 자 부 르 르 릉,CHA JA JA JA JA BU REU REU REUNG,큐 쳐 터 러 러 러 꾸 루 루 루 루 러,KYU CHYEO TEO REO REO REO KKU RU RU RU RU REO,트 르 르 르 릉 부 롸 르 르 릉,TEU REU REU REU REUNG BU RWA REU REU REUNG,털 덜 덜 덜 부 르 응,TEOL DEOL DEOL DEOL BU REU EUNG,차 카 닥 부 아 아 아 앙,CHA KA DAK BU A A A ANG
10_ (47).wav,10,47,다 라 라 라 라 라 라 라,DA RA RA RA RA RA RA RA,푸 르 르 르 르 르 르,PU REU REU REU REU REU REU,트 르 르 르 르 르 릉,TEU REU REU REU REU REU REUNG,틀 들 들 들 들 들 들 들 들 들 들,TEUL DEUL DEUL DEUL DEUL DEUL DEUL DEUL DEUL DEUL DEUL,트 걀 걀 걀 걀 걀 걀,TEU GYAL GYAL GYAL GYAL GYAL GYAL
10_ (48).mp3,10,48,차 히 히 히 부 르 르 릉,CHA HI HI HI BU REU REU REUNG,츄 유 쿠 루 루 루 뷰 루 루 루 룽,CHYU YU KU RU RU RU BYU RU RU RU RUNG,크 르 부 롸 라 라 아 아 앙,KEU REU BU RWA RA RA A A ANG,바 아 앙 부 릉 털 덜 덜 덜 부 르 으 응,BA A ANG BU REUNG TEOL DEOL DEOL DEOL BU REU EU EUNG,오 히 이 이 이 이 둥 부 우 웅,O HI I I I I DUNG BU U UNG
10_ (48).wav,10,48,다 라 라 라 라 라 라 랑,DA RA RA RA RA RA RA RANG,크 부 르 르 르 르 르,KEU BU REU REU REU REU REU,투 르 르 르 르 르 릉,TU REU REU REU REU REU REUNG,털 덜 덜 덜 덜 덜 덜,TEOL DEOL DEOL DEOL DEOL DEOL DEOL,타 라 라 라 라 라 라 라 라,TA RA RA RA RA RA RA RA RA
10_ (49).mp3,10,49,달 달 달 부 르 릉 부 르 르 릉,DAL DAL DAL BU REU REUNG BU REU REU REUNG,후 으 으 응 부 르 르 릉,HU EU EU EUNG BU REU REU REUNG,우 우 웅 스 엉 스 어 어 엉,U U UNG SEU EONG SEU EO EO EONG,부 루 룽 터 덜 철 컥 철 컥,BU RU RUNG TEO DEOL CHEOL KEOK CHEOL KEOK,킁 코 로 롱 부 아 앙,KEUNG KO RO RONG BU A ANG
10_ (49).wav,10,49,부 르 르 르 르 르 르 르,BU REU REU REU REU REU REU REU,퓨 르 르 르 르 르 르 르,PYU REU REU REU REU REU REU REU,타 닥 타 닥 타 닥 타 닥,TA DAK TA DAK TA DAK TA DAK,털 덜 덜 덜 덜 덜 덜,TEOL DEOL DEOL DEOL DEOL DEOL DEOL,부 르 르 르 르 르 르 르 르 르 르 르 르,BU REU REU REU REU REU REU REU REU REU REU REU REU
10_ (5).mp3,10,5,타 다 다 다 다 다 랑 부 르 르 릉,TA DA DA DA DA DA RANG BU REU REU REUNG,프 츠 즈 즈 즈 즈 쯔 르 릉,PEU CHEU JEU JEU JEU JEU JJEU REU REUNG,트 르 르 릉 부 우 우 우 웅,TEU REU REU REUNG BU U U U UNG,털 덜 덜 덜 부 르 르 으 응,TEOL DEOL DEOL DEOL BU REU REU EU EUNG,오 히 히 튀 잉 부 르 르 렁,O HI HI TWI ING BU REU REU REONG
10_ (5).wav,10,5,타 라 라 라 라 라 라 라,TA RA RA RA RA RA RA RA,트 텨 러 러 러 러 러 러 렁,TEU TYEO REO REO REO REO REO REO REONG,트 르 르 르 를 르 르 륵,TEU REU REU REU REUL REU REU REUK,털 덜 덜 덜 덜 덜 덜 덜,TEOL DEOL DEOL DEOL DEOL DEOL DEOL DEOL,부 르 르 르 르 르 르 르 르 르,BU REU REU REU REU REU REU REU REU REU
10_ (50).mp3,10,50,우 우 우 웅 티 디 디 디 드 르 르 릉,U U U UNG TI DI DI DI DEU REU REU REUNG,츠 즈 즈 즈 즈 부 르 릉,CHEU JEU JEU JEU JEU BU REU REUNG,드 르 르 르 릉 부 아 앙,DEU REU REU REU REUNG BU A ANG,틀 들 들 들 트 륵 드 윽,TEUL DEUL DEUL DEUL TEU REUK DEU EUK,두 히 이 이 잉 두 구 렁,DU HI I I ING DU GU REONG
10_ (50).wav,10,50,다 라 라 라 라 라 라 라 라,DA RA RA RA RA RA RA RA RA,트 르 르 르 르 르 르 르 릉,TEU REU REU REU REU REU REU REU REUNG,트 르 르 르 륵 드 르 륵,TEU REU REU REU REUK DEU REU REUK,들 들 들 들 들 들 들 들 들 르,DEUL DEUL DEUL DEUL DEUL DEUL DEUL DEUL DEUL REU,탈 랄 랄 랄 랄 랄 랄 랄 랄,TAL RAL RAL RAL RAL RAL RAL RAL RAL
10_ (51).mp3,10,51,취 치 치 치 부 르 르 릉,CHWI CHI CHI CHI BU REU REU REUNG,크 르 르 르 릉 푸 쳐 져 져 젹,KEU REU REU REU REUNG PU CHYEO JYEO JYEO JYEOK,드 르 릉 부 르 르 릉,DEU REU REUNG BU REU REU REUNG,털 덜 덜 덜 부 우 웅 우 웅,TEOL DEOL DEOL DEOL BU U UNG U UNG,응 차 차 차 차 두 우 우 우 웅,EUNG CHA CHA CHA CHA DU U U U UNG
10_ (51).wav,10,51,턱 드 르 드 드 드 드,TEOK DEU REU DEU DEU DEU DEU,큐 츄 츄 츄 츄 츄 쯔,KYU CHYU CHYU CHYU CHYU CHYU JJEU,드 륵 부 르 르 르 르 릉,DEU REUK BU REU REU REU REU REUNG,푸 릅 터 얼 털 털 털,PU REUB TEO EOL TEOL TEOL TEOL,틱 두 잉 잉 잉 잉,TIK DU ING ING ING ING
10_ (52).mp3,10,52,치 기 기 기 기 부 릉,CHI GI GI GI GI BU REUNG,허 화 펴 쳐 져 져 져 짜 악,HEO HWA PYEO CHYEO JYEO JYEO JYEO JJA AK,크 우 웅 부 와 아 아 앙,KEU U UNG BU WA A A ANG,턱 털 덜 덜 덜 부 릉,TEOK TEOL DEOL DEOL DEOL BU REUNG,뜨 르 르 르 부 억,TTEU REU REU REU BU EOK
10_ (52).wav,10,52,퉁 텅,TUNG TEONG,크 르 르 르 르 르 구,KEU REU REU REU REU REU GU,쿠 우 우 웅 드 르 르 으 응,KU U U UNG DEU REU REU EU EUNG,쿠 후 웅 우 우 웅 우 우 웅,KU HU UNG U U UNG U U UNG,드 꺼 어 어 어 어,DEU KKEO EO EO EO EO
10_ (53).mp3,10,53,치 이 디 디 디 디 부 르 르 릉,CHI I DI DI DI DI BU REU REU REUNG,쿠 우 트 릉 틍 틍 뷰 르 르 르 릉,KU U TEU REUNG TEUNG TEUNG BYU REU REU REU REUNG,트 르 르 르 릉 티 이 잉,TEU REU REU REU REUNG TI I ING,후 우 웅 털 덜 덜 덜 트 르 응,HU U UNG TEOL DEOL DEOL DEOL TEU REU EUNG,뜨 르 띠 띠 띠 띠 부 르 르 릉,TTEU REU TTI TTI TTI TTI BU REU REU REUNG
10_ (53).wav,10,53,부 르 르 르 르 르 릉,BU REU REU REU REU REU REUNG,붜 르 르 르 르 르,BWO REU REU REU REU REU,드 르 릉 드 르 릉,DEU REU REUNG DEU REU REUNG,드 르 르 릉 털 덜 덜 덜,DEU REU REU REUNG TEOL DEOL DEOL DEOL,우 르 르 르 르 르 르 르 르 륵,U REU REU REU REU REU REU REU REU REUK
10_ (54).mp3,10,54,치 기 기 기 부 르 르 르 릉,CHI GI GI GI BU REU REU REU REUNG,쿠 오 오 오 오 츠 즈 즉 척 부 릉,KU O O O O CHEU JEU JEUK CHEOK BU REUNG,브 릉 브 롸 아 아 아 앙,BEU REUNG BEU RWA A A A ANG,부 웅 털 터 러 어 억 부 우 우 웅,BU UNG TEOL TEO REO EO EOK BU U U UNG,브 으 뜨 르 륵 부 웅,BEU EU TTEU REU REUK BU UNG
10_ (54).wav,10,54,부 르 르 르 르 르 르 르 르 응,BU REU REU REU REU REU REU REU REU EUNG,쿠 루 뷰 루 루 루 루 루 룽,KU RU BYU RU RU RU RU RU RUNG,부 르 르 르 르 릉,BU REU REU REU REU REUNG,드 르 르 릉 덜 덜 덜 덜 덜 드 르 릉,DEU REU REU REUNG DEOL DEOL DEOL DEOL DEOL DEU REU REUNG,달 다 다 다 다 다 다 다,DAL DA DA DA DA DA DA DA
10_ (55).mp3,10,55,치 깅 타 라 라 라 라 부 르 르 릉,CHI GING TA RA RA RA RA BU REU REU REUNG,푸 추 즈 즈 즈 즈 즈 잉 부 릉,PU CHU JEU JEU JEU JEU JEU ING BU REUNG,트 그 등 부 우 우 우 웅,TEU GEU DEUNG BU U U U UNG,으 읭 털 덜 덜 터 렁 후 루 우 우 움,EU UING TEOL DEOL DEOL TEO REONG HU RU U U UM,차 각 드 르 르 릉 부 우 웅,CHA GAK DEU REU REU REUNG BU U UNG
10_ (55).wav,10,55,부 우 우 우 우 우 웅 우 우 웅,BU U U U U U UNG U U UNG,부 르 르 르 터 러 릉,BU REU REU REU TEO REO REUNG,뿌 르 르 르 륵 뿌 아 아 앙,PPU REU REU REU REUK PPU A A ANG,털 덜 덜 덜 부 르 응 부 르 릉,TEOL DEOL DEOL DEOL BU REU EUNG BU REU REUNG,부 르 르 랑 부 릉,BU REU REU RANG BU REUNG
10_ (56).mp3,10,56,타 다 다 다 부 르 릉,TA DA DA DA BU REU REUNG,프 츠 즈 즈 즈 뷰 르 르 릉,PEU CHEU JEU JEU JEU BYU REU REU REUNG,트 르 르 릉 부 롸 라 라 르 르 릉,TEU REU REU REUNG BU RWA RA RA REU REU REUNG,스 윽 트 륵 탁 털 덜 덜 부 르 르 으 으 응,SEU EUK TEU REUK TAK TEOL DEOL DEOL BU REU REU EU EU EUNG,똘 도 돌 두 오 오 오 옹,TTOL DO DOL DU O O O ONG
10_ (56).wav,10,56,구 오 오 오 오 오,GU O O O O O,트 르 르 르 르 르 르 트 르,TEU REU REU REU REU REU REU TEU REU,부 르 르 르 르 르 르 릉,BU REU REU REU REU REU REU REUNG,덜 덜 덜 덜 즈 르 르 응 이 이 잉,DEOL DEOL DEOL DEOL JEU REU REU EUNG I I ING,투 르 르 르 르 르 르 르 르 르 르 르 륵,TU REU REU REU REU REU REU REU REU REU REU REU REUK
10_ (57).mp3,10,57,치 지 지 지 부 르 르 르 릉,CHI JI JI JI BU REU REU REU REUNG,쿠 쳐 져 트 릉,KU CHYEO JYEO TEU REUNG,부 르 르 르 릉 트 르 릉,BU REU REU REU REUNG TEU REU REUNG,우 우 웅 털 덜 덜 부 르 위 이 잉,U U UNG TEOL DEOL DEOL BU REU WI I ING,차 카 착 부 우 우 우 웅,CHA KA CHAK BU U U U UNG
10_ (57).wav,10,57,부 르 르 르 르 릉,BU REU REU REU REU REUNG,부 르 르 르 르,BU REU REU REU REU,브 그 르 으 으 응,BEU GEU REU EU EU EUNG,덜 덜 덜 덜 덜,DEOL DEOL DEOL DEOL DEOL,투 루 루 루 루 루 루 루 루 루 루 룩,TU RU RU RU RU RU RU RU RU RU RU RUK
10_ (58).mp3,10,58,취 리 리 리 리 부 와 아 아 앙,CHWI RI RI RI RI BU WA A A ANG,츠 르 르 를 츠 부 르 르 릉,CHEU REU REU REUL CHEU BU REU REU REUNG,탈 달 달 달 우 우 우 웅,TAL DAL DAL DAL U U U UNG,털 커 커 커 커 컹 부 우 웅,TEOL KEO KEO KEO KEO KEONG BU U UNG,프 으 타 다 다 닥 부 우 우 웅,PEU EU TA DA DA DAK BU U U UNG
10_ (58).wav,10,58,부 루 루 루 루 루 루,BU RU RU RU RU RU RU,부 르 르 르 를 르,BU REU REU REU REUL REU,드 르 르 르 르 르,DEU REU REU REU REU REU,드 르 르 릉 부 르 르 릉 부 르 르 부 르 릉,DEU REU REU REUNG BU REU REU REUNG BU REU REU BU REU REUNG,부 우 우 우 우 웅,BU U U U U UNG
10_ (59).mp3,10,59,기 긱 트 라 라 드 르 르 르 릉,GI GIK TEU RA RA DEU REU REU REU REUNG,터 렁 탕 빼 애 앵,TEO REONG TANG PPAE AE AENG,크 르 릉 특 쿠 우 우 우 웅,KEU REU REUNG TEUK KU U U U UNG,철 커 어 엉 드 르 르 릉,CHEOL KEO EO EONG DEU REU REU REUNG,부 드 극 트 륵 부 우 우 웅,BU DEU GEUK TEU REUK BU U U UNG
10_ (59).wav,10,59,우 우 우 우 드 르 릉,U U U U DEU REU REUNG,브 즈 으 으 으 으 응 부 르 륵,BEU JEU EU EU EU EU EUNG BU REU REUK,부 르 르 르 릉,BU REU REU REU REUNG,부 르 르 르 부 르 릉,BU REU REU REU BU REU REUNG,위 이 이 이 이 위 이 잉,WI I I I I WI I ING
10_ (6).mp3,10,6,투 두 부 르 르 르 릉,TU DU BU REU REU REU REUNG,부 루 랑 부 르 르 르,BU RU RANG BU REU REU REU,드 르 릉 드 르 릉,DEU REU REUNG DEU REU REUNG,철 커 컹 드 르 르 르 릉,CHEOL KEO KEONG DEU REU REU REU REUNG,창 우 루 룽 부 르 릉,CHANG U RU RUNG BU REU REUNG
10_ (6).wav,10,6,다 라 라 라 라 라 라 라 라,DA RA RA RA RA RA RA RA RA,트 르 르 르 르 르 르 루,TEU REU REU REU REU REU REU RU,트 를 를 르 르 르 륵,TEU REUL REUL REU REU REU REUK,틀 들 들 들 들 들,TEUL DEUL DEUL DEUL DEUL DEUL,쿠 러 러 러 러 러 러 렁,KU REO REO REO REO REO REO REONG
10_ (60).mp3,10,60,딴 딴 위 릭 그 와 아 앙,TTAN TTAN WI RIK GEU WA A ANG,턱 후 위 잉 부 르 르 르 릉,TEOK HU WI ING BU REU REU REU REUNG,브 으 앙 부 우 와 앙,BEU EU ANG BU U WA ANG,탁 드 르 릉 부 르 릉,TAK DEU REU REUNG BU REU REUNG,탁 우 엥 탁,TAK U ENG TAK
10_ (60).wav,10,60,부 르 르 르 우 우 우 우 웅,BU REU REU REU U U U U UNG,큐 루 루 루 루 루 루 룩,KYU RU RU RU RU RU RU RUK,부 르 르 르 르 르 릉,BU REU REU REU REU REU REUNG,털 덜 덜 덜 덜 덜 덜 덜 덜 덜,TEOL DEOL DEOL DEOL DEOL DEOL DEOL DEOL DEOL DEOL,부 르 르 르 를 르 르 르 르 릉,BU REU REU REU REUL REU REU REU REU REUNG
10_ (61).mp3,10,61,치 기 긱 드 르 르 르 르 릉,CHI GI GIK DEU REU REU REU REU REUNG,즈 이 이 이 이 잉 표 챠 챠 챠 휘 잉,JEU I I I I ING PYO CHYA CHYA CHYA HWI ING,부 아 아 앙,BU A A ANG,우 웅 털 덜 덜 덜 부 르 릉,U UNG TEOL DEOL DEOL DEOL BU REU REUNG,드 그 르 륵 부 루 루 룽,DEU GEU REU REUK BU RU RU RUNG
10_ (61).wav,10,61,부 르 르 르 쿠 와 아 앙,BU REU REU REU KU WA A ANG,후 웅 부 르 르 릉,HU UNG BU REU REU REUNG,스 위 잉 우 우 우 우 웅,SEU WI ING U U U U UNG,부 루 룽 부 웅 뿌 웅,BU RU RUNG BU UNG PPU UNG,고 로 로 롱 브 으 으 응,GO RO RO RONG BEU EU EU EUNG
10_ (62).mp3,10,62,타 라 라 라 라 부 르 릉,TA RA RA RA RA BU REU REUNG,커 러 러 러 러 렁 부 릉,KEO REO REO REO REO REONG BU REUNG,부 아 아 아 앙 드 르 럭,BU A A A ANG DEU REU REOK,털 덜 덜 덜 덜 덜 부 르 릉,TEOL DEOL DEOL DEOL DEOL DEOL BU REU REUNG,삐 리 리 쿠 앙,PPI RI RI KU ANG
10_ (62).wav,10,62,부 와 아 아 아 아 앙,BU WA A A A A ANG,뿌 르 르 르 르 커 어 엉,PPU REU REU REU REU KEO EO EONG,부 아 아 아 아 앙,BU A A A A ANG,쿠 구 우 우 위 이 이 잉 부 르 으 응,KU GU U U WI I I ING BU REU EU EUNG,푸 르 르 릉 오 왜 옹,PU REU REU REUNG O WAE ONG
10_ (63).mp3,10,63,드 르 르 르 르 릉,DEU REU REU REU REU REUNG,하 하 부 르 르 르 릉,HA HA BU REU REU REU REUNG,브 르 릉 쿠 으 으 으 응,BEU REU REUNG KU EU EU EU EUNG,철 커 덩 철 커 어 어 엉,CHEOL KEO DEONG CHEOL KEO EO EO EONG,고 뤼 히 히 히 힝,GO RWI HI HI HI HING
10_ (63).wav,10,63,달 달 달 달 달 달,DAL DAL DAL DAL DAL DAL,그 르 르 르 릉,GEU REU REU REU REUNG,부 르 드 르 르 르 르 르 릉,BU REU DEU REU REU REU REU REU REUNG,드 르 릉 르 릉 르 릉,DEU REU REUNG REU REUNG REU REUNG,부 에 에 에 에 에 엥,BU E E E E E ENG
10_ (64).mp3,10,64,끼 릭 위 잉 부 르 르 릉,KKI RIK WI ING BU REU REU REUNG,쓰 이 이 잉 부 웅 우 웅,SSEU I I ING BU UNG U UNG,우 우 웽 쿠 우 우 우 훙,U U WENG KU U U U HUNG,위 이 잉 부 우 우 웅,WI I ING BU U U UNG,이 이 잉 쿠 오 오 오 오 오 옹,I I ING KU O O O O O ONG
10_ (64).wav,10,64,우 웅 부 르 르 르 릉,U UNG BU REU REU REU REUNG,부 르 왕 부 르 르 르 르 르,BU REU WANG BU REU REU REU REU REU,트 르 륵 드 르 르 륵,TEU REU REUK DEU REU REU REUK,부 르 릉 부 르 르 르 릉,BU REU REUNG BU REU REU REU REUNG,부 응 부 르 르 르,BU EUNG BU REU REU REU
10_ (65).mp3,10,65,치 기 기 기 드 라 라 라 랑,CHI GI GI GI DEU RA RA RA RANG,츠 크 릉 부 루 루 루 룽,CHEU KEU REUNG BU RU RU RU RUNG,드 르 르 르 릉,DEU REU REU REU REUNG,타 르 르 르 부 르 르 르 릉,TA REU REU REU BU REU REU REU REUNG,푸 하 하 뚜 랑,PU HA HA TTU RANG
